age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
28,2,1,3,2,yes,no,2,6,3,525,1,999,0,3,1.4,94.465,-41.8,4.864,5228.1,no
36,2,2,2,2,yes,no,2,5,3,57,1,999,0,3,1.1,93.994,-36.4,4.859,5191,no
46,7,3,4,2,no,no,1,11,3,499,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
31,6,1,8,2,yes,no,1,5,3,84,1,999,1,2,-1.8,92.893,-46.2,1.334,5099.1,no
20,9,1,8,2,no,no,1,10,1,137,3,999,3,2,-1.1,94.601,-49.5,0.977,4963.6,no
35,3,2,4,3,yes,no,1,5,2,31,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
76,10,2,5,2,no,no,1,8,4,126,1,999,1,2,-1.7,94.027,-38.3,0.899,4991.6,no
45,4,3,6,2,yes,no,1,7,2,211,3,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
32,8,2,1,2,yes,yes,1,5,5,340,1,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,no
39,7,1,5,3,no,no,1,5,4,412,2,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
32,1,2,5,2,no,no,2,11,4,132,1,999,0,3,-0.1,93.2,-42,4.592,5195.8,no
29,1,1,3,2,no,no,1,5,1,79,2,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,no
44,3,2,6,2,no,no,1,8,1,341,2,999,0,3,1.4,93.444,-36.1,4.97,5228.1,no
32,3,2,4,2,no,yes,1,7,5,157,3,999,0,3,1.4,93.918,-42.7,4.957,5228.1,no
56,10,2,5,2,yes,no,1,6,3,252,1,999,2,2,-2.9,92.963,-40.8,1.26,5076.2,no
33,2,2,3,2,yes,no,1,5,4,263,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
39,7,2,4,2,no,no,1,8,5,215,3,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
24,6,2,5,2,yes,yes,1,9,2,89,2,3,1,1,-3.4,92.379,-29.8,0.77,5017.5,yes
33,1,1,5,2,yes,no,1,5,4,143,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
58,4,3,5,2,no,no,2,6,4,40,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,no
29,1,1,5,2,yes,no,2,6,5,10,27,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
31,1,2,5,2,yes,no,1,8,4,113,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
27,1,2,5,2,no,no,2,5,3,191,5,999,0,3,1.1,93.994,-36.4,4.857,5191,no
60,1,3,6,2,yes,no,1,9,3,481,1,999,1,2,-1.1,94.199,-37.5,0.886,4963.6,yes
55,4,2,6,2,yes,yes,1,10,1,233,1,999,2,2,-3.4,92.431,-26.9,0.739,5017.5,no
37,2,2,3,2,yes,no,1,5,3,204,2,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,no
52,1,2,8,2,yes,no,2,4,3,403,1,6,1,1,-1.8,93.749,-34.6,0.654,5008.7,yes
46,3,2,4,2,yes,no,1,4,1,180,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
42,2,3,2,2,yes,no,1,5,3,16,2,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,no
35,1,1,5,2,yes,no,1,7,1,447,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
49,6,3,8,2,yes,yes,1,10,4,81,1,999,0,3,-3.4,92.431,-26.9,0.754,5017.5,no
29,3,3,4,2,no,yes,2,6,1,361,3,999,0,3,1.4,94.465,-41.8,4.865,5228.1,no
32,2,2,3,2,no,no,1,11,1,1091,2,5,1,1,-0.1,93.2,-42,4.191,5195.8,yes
37,5,2,5,2,no,no,1,5,5,395,1,999,1,2,-1.8,92.893,-46.2,1.313,5099.1,no
39,6,1,6,3,no,no,2,6,1,432,4,999,0,3,1.4,94.465,-41.8,4.865,5228.1,yes
51,3,2,4,3,yes,no,2,7,1,596,3,999,0,3,1.4,93.918,-42.7,4.962,5228.1,yes
28,1,1,4,2,yes,no,1,5,2,59,3,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,no
34,7,2,5,2,yes,no,1,5,3,77,4,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,no
31,6,1,4,2,yes,yes,1,8,2,768,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,yes
31,1,2,5,2,yes,no,1,8,4,96,5,999,0,3,1.4,93.444,-36.1,4.962,5228.1,no
31,1,1,5,2,yes,no,2,6,3,357,2,999,0,3,1.4,94.465,-41.8,4.864,5228.1,no
38,5,1,5,2,no,no,2,5,4,459,2,999,0,3,1.1,93.994,-36.4,4.855,5191,no
33,11,2,3,2,no,no,2,6,5,11,6,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
32,6,1,5,2,no,no,1,8,2,264,12,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
54,6,2,6,3,yes,no,1,4,1,698,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
41,1,3,4,2,yes,no,2,6,2,204,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
59,3,2,1,3,no,no,1,8,4,93,7,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
57,10,2,5,2,yes,no,1,4,4,374,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,no
38,4,3,5,2,yes,no,1,11,4,252,1,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
46,1,2,5,2,yes,no,2,5,2,158,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
37,11,1,5,2,yes,yes,1,11,2,95,1,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
45,1,1,5,2,no,no,1,8,4,505,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,yes
36,2,2,2,2,yes,no,2,7,3,16,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
40,11,1,4,2,yes,no,1,7,1,300,5,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
38,2,2,3,2,no,no,1,11,2,180,2,999,1,2,-0.1,93.2,-42,4.153,5195.8,no
44,2,2,4,3,no,no,2,6,2,390,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
25,5,2,5,2,yes,no,2,5,5,274,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
30,2,1,2,2,yes,no,2,7,2,135,5,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
43,7,2,6,2,no,no,1,11,2,257,2,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
58,10,2,2,3,no,no,2,5,1,268,3,999,0,3,1.1,93.994,-36.4,4.857,5191,no
31,6,2,6,2,yes,no,2,5,3,157,6,999,0,3,1.1,93.994,-36.4,4.856,5191,no
53,7,2,5,2,no,no,1,7,2,477,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
52,1,2,8,2,no,no,1,8,2,91,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
37,7,2,5,3,no,yes,1,4,5,76,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
58,1,2,4,3,yes,no,1,7,2,103,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
37,3,2,4,2,yes,yes,1,5,4,436,3,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,no
38,1,1,8,2,yes,no,1,5,5,191,1,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,no
33,3,1,3,2,yes,no,1,4,4,483,2,999,0,3,-1.8,93.075,-47.1,1.41,5099.1,no
45,3,2,4,3,yes,no,1,5,5,250,1,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,no
44,4,2,6,2,no,no,2,5,1,259,1,999,0,3,1.1,93.994,-36.4,4.858,5191,no
38,2,2,2,2,yes,no,2,7,4,389,2,999,0,3,1.4,93.918,-42.7,4.966,5228.1,no
34,2,2,3,2,no,no,2,6,2,7,1,999,0,3,-1.7,94.055,-39.8,0.702,4991.6,no
47,7,2,5,2,yes,no,1,7,3,123,1,999,0,3,-2.9,92.469,-33.6,1.029,5076.2,no
59,1,2,5,2,yes,yes,1,7,3,92,1,999,0,3,-2.9,92.469,-33.6,1.085,5076.2,no
51,2,2,1,3,yes,yes,1,8,4,297,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
31,2,2,2,2,yes,no,2,6,3,406,2,999,0,3,1.4,94.465,-41.8,4.864,5228.1,no
56,7,2,5,2,yes,yes,1,11,3,104,1,999,1,2,-0.1,93.2,-42,4.12,5195.8,no
39,1,2,5,2,no,no,2,6,1,135,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
41,4,2,5,2,yes,no,1,11,2,854,1,999,0,3,-0.1,93.2,-42,4.153,5195.8,yes
41,7,3,2,2,yes,no,1,11,4,147,1,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
53,3,2,4,3,no,no,2,5,4,203,4,999,0,3,1.1,93.994,-36.4,4.86,5191,no
35,2,2,4,2,no,yes,1,7,1,149,4,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
58,10,2,3,2,no,yes,1,5,3,144,1,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,no
25,5,2,6,2,yes,no,2,6,3,394,2,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
35,2,3,3,2,yes,no,1,5,2,523,1,999,1,2,-1.8,92.893,-46.2,1.344,5099.1,no
28,3,1,4,2,no,no,1,7,3,73,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
55,2,2,6,2,yes,yes,1,5,5,197,3,999,1,2,-1.8,92.893,-46.2,1.25,5099.1,no
54,4,2,1,3,no,yes,2,5,4,108,1,999,0,3,1.1,93.994,-36.4,4.855,5191,no
45,6,3,3,3,no,no,1,7,3,80,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
32,2,2,3,2,yes,no,1,4,4,114,1,999,1,2,-1.8,93.075,-47.1,1.41,5099.1,no
50,1,2,3,3,yes,no,1,8,4,122,3,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
75,10,2,1,2,no,no,1,4,2,109,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,yes
33,5,3,8,2,no,no,2,5,3,1161,4,999,0,3,1.1,93.994,-36.4,4.858,5191,no
29,7,2,5,2,no,yes,1,8,3,181,2,999,0,3,1.4,93.444,-36.1,4.967,5228.1,no
45,7,2,5,2,yes,no,1,5,4,239,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
38,1,3,5,2,no,no,1,4,1,360,1,999,0,3,-1.8,93.075,-47.1,1.392,5099.1,yes
24,3,1,6,2,yes,no,2,5,1,314,1,999,0,3,1.1,93.994,-36.4,4.858,5191,no
41,6,2,6,2,yes,no,1,8,1,984,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
58,10,3,4,2,yes,no,1,6,2,663,1,999,0,3,-2.9,92.963,-40.8,1.262,5076.2,yes
34,1,2,5,2,no,yes,2,5,3,157,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
34,1,2,5,2,no,no,1,11,1,141,2,999,0,3,-1.1,94.767,-50.8,1.05,4963.6,no
37,6,3,6,2,no,no,2,5,3,374,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
53,2,3,1,2,no,no,2,6,3,706,1,999,0,3,1.4,94.465,-41.8,4.959,5228.1,yes
54,6,3,6,2,yes,yes,1,7,2,797,14,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
32,6,3,6,2,yes,no,1,11,2,250,1,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
42,1,2,4,2,yes,no,1,7,5,311,6,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
28,6,1,6,2,yes,no,1,8,4,63,2,3,1,1,-2.9,92.201,-31.4,0.851,5076.2,yes
33,3,1,4,2,yes,no,2,5,5,111,1,999,0,3,1.1,93.994,-36.4,4.864,5191,no
41,2,2,3,2,yes,no,1,4,1,148,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
31,3,2,4,2,no,yes,1,11,4,49,1,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
40,6,2,3,3,no,yes,2,5,4,171,4,999,0,3,1.1,93.994,-36.4,4.86,5191,no
53,12,2,3,2,no,yes,1,11,3,242,1,999,1,2,-3.4,92.649,-30.1,0.716,5017.5,no
40,1,3,5,2,yes,no,1,8,1,257,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
82,8,2,1,2,no,no,2,9,2,279,3,3,2,1,-1.1,94.199,-37.5,0.877,4963.6,yes
28,2,2,1,2,yes,no,1,7,1,113,1,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
30,1,2,4,3,yes,no,1,11,3,246,3,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
31,11,1,5,2,yes,no,1,7,2,309,1,6,3,1,-1.7,94.215,-40.3,0.835,4991.6,yes
32,6,1,5,2,yes,no,1,8,3,168,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
54,2,2,1,2,yes,no,1,8,2,153,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
31,2,2,3,2,no,no,1,7,3,152,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
50,3,2,8,2,yes,no,1,8,4,90,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
47,6,1,8,2,no,no,1,7,2,117,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
31,1,1,4,2,yes,yes,1,5,3,149,1,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,no
32,11,2,4,2,yes,no,1,11,4,640,1,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
46,1,1,4,2,yes,no,1,11,1,199,2,999,2,2,-1.1,94.767,-50.8,1.048,4963.6,no
47,1,1,4,2,no,no,1,5,1,1114,2,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,no
32,1,1,4,2,no,no,1,11,1,74,2,999,2,2,-1.1,94.767,-50.8,1.048,4963.6,no
52,3,3,4,3,no,no,1,11,1,190,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
45,1,2,4,2,yes,no,1,10,5,738,3,6,1,1,-1.1,94.601,-49.5,1.029,4963.6,yes
32,1,2,5,2,yes,no,1,5,5,374,2,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,no
71,2,3,1,3,no,no,1,8,4,224,1,999,0,3,-1.7,94.027,-38.3,0.904,4991.6,no
49,3,2,4,2,yes,no,2,5,5,344,2,999,0,3,1.1,93.994,-36.4,4.855,5191,no
46,1,2,4,2,yes,yes,2,6,3,148,10,999,0,3,1.4,94.465,-41.8,4.864,5228.1,no
46,2,2,6,2,no,no,1,11,5,383,1,999,0,3,-1.1,94.767,-50.8,1.028,4963.6,no
38,1,2,5,2,yes,no,1,8,2,35,6,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
57,3,2,6,3,no,no,1,8,1,153,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
44,6,2,6,2,no,no,2,5,5,124,3,999,0,3,1.1,93.994,-36.4,4.864,5191,no
47,6,2,5,2,yes,no,1,8,3,345,7,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
40,2,2,3,2,yes,yes,2,5,3,951,2,999,0,3,1.1,93.994,-36.4,4.858,5191,no
57,10,1,6,2,yes,no,2,5,1,188,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
27,1,1,8,2,no,no,1,3,2,128,1,3,1,1,-1.8,93.369,-34.8,0.637,5008.7,yes
52,2,2,3,2,no,no,1,8,5,809,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,yes
34,7,2,5,2,yes,yes,2,6,3,192,1,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,no
42,4,2,5,2,yes,no,2,5,2,154,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
51,6,2,8,2,yes,no,2,6,5,17,3,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
45,7,2,1,3,yes,no,2,5,5,100,1,999,0,3,1.1,93.994,-36.4,4.855,5191,no
56,10,2,4,2,no,no,1,5,1,317,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,no
41,7,2,5,2,yes,no,1,5,4,93,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
44,1,2,4,2,yes,no,1,8,5,111,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
50,2,2,2,2,yes,no,1,5,1,293,3,3,1,1,-1.8,92.893,-46.2,1.354,5099.1,yes
54,5,2,4,2,no,no,1,8,2,119,3,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
51,2,2,2,2,no,no,1,8,5,393,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
30,2,1,3,2,no,no,1,11,3,30,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
42,8,2,1,3,yes,no,2,6,5,38,8,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
41,6,2,6,3,yes,no,2,6,1,442,11,999,0,3,1.4,94.465,-41.8,4.865,5228.1,no
47,3,1,3,2,no,no,1,11,2,187,2,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
35,2,2,2,2,yes,no,1,4,5,113,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
58,2,2,3,2,no,no,1,11,2,64,1,999,1,2,-0.1,93.2,-42,4.153,5195.8,no
50,2,3,4,2,yes,yes,1,7,1,629,2,999,0,3,1.4,93.918,-42.7,4.96,5228.1,yes
41,6,2,6,2,no,no,2,5,2,92,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
38,6,2,5,2,yes,no,1,5,3,147,1,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,no
32,9,1,5,2,no,no,1,11,4,151,2,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
21,9,1,4,2,no,no,1,8,2,259,1,999,1,2,-2.9,92.201,-31.4,0.884,5076.2,no
46,1,3,3,3,no,no,2,5,3,423,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
42,5,2,5,2,yes,no,1,11,5,888,3,999,0,3,-0.1,93.2,-42,4.021,5195.8,no
55,3,2,3,2,no,no,1,8,3,76,13,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
29,1,1,4,2,yes,no,2,11,1,207,1,6,1,1,-1.1,94.767,-50.8,1.05,4963.6,no
30,2,1,2,3,yes,no,2,6,3,100,1,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
53,7,2,1,2,yes,no,1,11,3,63,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
35,7,2,5,2,yes,no,1,11,3,265,2,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
46,3,2,6,2,yes,no,2,5,2,273,4,999,0,3,1.1,93.994,-36.4,4.856,5191,no
30,2,2,8,2,no,no,2,5,3,85,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
43,4,2,5,3,yes,no,1,7,2,261,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
42,3,2,4,3,yes,no,1,7,1,136,4,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
32,6,2,6,2,no,no,1,7,2,711,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
41,2,3,3,2,yes,no,1,5,5,88,1,999,1,2,-1.8,92.893,-46.2,1.313,5099.1,no
28,1,2,5,2,no,no,1,5,2,72,3,999,1,2,-1.8,92.893,-46.2,1.291,5099.1,no
24,3,1,5,2,no,no,1,7,4,113,6,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
43,7,2,5,3,yes,yes,1,4,5,307,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
30,1,1,5,2,yes,no,1,8,1,39,1,999,0,3,1.4,93.444,-36.1,4.97,5228.1,no
55,2,2,3,3,no,no,1,11,2,63,2,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
51,10,2,3,3,no,no,1,7,5,64,1,999,0,3,1.4,93.918,-42.7,4.959,5228.1,no
22,9,1,4,2,no,yes,1,7,5,154,2,999,0,3,1.4,93.918,-42.7,4.957,5228.1,no
32,4,1,5,2,no,yes,1,11,4,126,1,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
43,1,2,6,3,no,no,1,7,4,127,3,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
39,7,2,2,3,no,no,2,6,1,156,5,999,0,3,1.4,94.465,-41.8,4.865,5228.1,no
52,2,3,8,2,no,no,1,7,2,111,8,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
38,6,1,6,2,yes,no,1,5,1,202,3,999,1,2,-1.8,92.893,-46.2,1.244,5099.1,no
59,10,2,1,2,no,no,2,4,2,353,4,999,0,3,-1.8,93.075,-47.1,1.453,5099.1,no
31,2,2,1,2,yes,no,2,5,3,159,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
76,10,1,1,2,no,no,1,11,1,347,4,6,1,1,-3.4,92.649,-30.1,0.715,5017.5,yes
44,12,1,3,3,yes,no,2,6,1,76,3,999,0,3,1.4,94.465,-41.8,4.96,5228.1,no
30,2,2,8,2,no,no,2,5,5,85,2,999,0,3,1.1,93.994,-36.4,4.864,5191,no
32,3,2,4,3,no,no,2,6,5,174,1,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
41,11,2,8,2,no,no,2,6,5,280,3,999,0,3,1.4,94.465,-41.8,4.967,5228.1,no
33,1,1,5,2,yes,no,1,8,4,686,4,999,0,3,1.4,93.444,-36.1,4.963,5228.1,yes
59,10,2,1,2,yes,no,1,8,5,94,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
28,2,2,3,2,yes,no,1,7,1,225,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
33,2,1,2,2,yes,no,1,5,5,474,2,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,no
53,3,2,4,3,yes,no,1,8,4,76,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
41,3,2,4,2,no,no,1,3,3,377,6,999,0,3,-1.8,92.843,-50,1.778,5099.1,yes
55,12,2,1,2,no,yes,1,7,4,185,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
45,2,2,3,3,no,no,2,5,2,121,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
35,6,2,6,2,no,no,1,7,4,126,4,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
31,3,2,4,3,no,no,1,7,1,160,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
53,7,2,5,2,no,no,1,8,1,313,4,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
35,6,1,6,2,yes,no,1,5,4,141,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
45,2,3,2,3,yes,no,1,5,4,219,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
34,8,1,5,2,no,no,2,6,4,267,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
42,1,2,3,2,no,no,2,4,1,406,3,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
36,5,2,3,2,yes,yes,1,11,4,151,3,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
44,1,2,4,2,no,no,2,5,3,228,3,999,0,3,1.1,93.994,-36.4,4.856,5191,no
50,1,3,5,2,yes,no,1,8,2,73,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
36,1,2,5,2,yes,no,1,9,5,355,1,999,0,3,-3.4,92.379,-29.8,0.773,5017.5,no
27,6,2,6,2,no,no,1,7,4,102,9,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
40,7,2,8,2,no,no,2,5,5,97,3,999,0,3,1.1,93.994,-36.4,4.859,5191,no
25,6,1,5,2,yes,yes,2,6,1,35,6,999,0,3,1.4,94.465,-41.8,4.96,5228.1,no
29,7,2,5,2,yes,yes,1,8,2,116,2,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
